Tissue,Cancer type,HSP,HSP,GTEX,TCGA
Stomach,STAD,HSCB,DNAJC25,Sig,NS
Stomach,STAD,HSCB,DNAJC27,Sig,NS
Stomach,STAD,HSCB,DNAJC28,NS,NS
Stomach,STAD,HSCB,DNAJC3,Sig,NS
Stomach,STAD,HSCB,DNAJC30,Sig,Sig
Stomach,STAD,HSCB,DNAJC4,NS,Sig
Stomach,STAD,HSCB,DNAJC5,NS,NS
Stomach,STAD,HSCB,DNAJC5B,NS,NS
Stomach,STAD,HSCB,DNAJC6,NS,NS
Stomach,STAD,HSCB,DNAJC7,Sig,NS
Stomach,STAD,HSCB,DNAJC8,Sig,Sig
Stomach,STAD,HSCB,DNAJC9,Sig,NS
Stomach,STAD,HSCB,GAK,NS,NS
Stomach,STAD,HSP90AA1,CRYAA,NS,NS
Stomach,STAD,HSP90AA1,CRYAB,Sig,NS
Stomach,STAD,HSP90AA1,DNAJA1,Sig,Sig
Stomach,STAD,HSP90AA1,DNAJA2,Sig,NS
Stomach,STAD,HSP90AA1,DNAJA3,Sig,NS
Stomach,STAD,HSP90AA1,DNAJA4,Sig,NS
Stomach,STAD,HSP90AA1,DNAJB1,Sig,NS
Stomach,STAD,HSP90AA1,DNAJB11,Sig,Sig
Stomach,STAD,HSP90AA1,DNAJB12,Sig,NS
Stomach,STAD,HSP90AA1,DNAJB13,NS,NS
Stomach,STAD,HSP90AA1,DNAJB14,Sig,NS
Stomach,STAD,HSP90AA1,DNAJB2,Sig,NS
Stomach,STAD,HSP90AA1,DNAJB3,NS,NS
Stomach,STAD,HSP90AA1,DNAJB4,Sig,NS
Stomach,STAD,HSP90AA1,DNAJB5,Sig,NS
Stomach,STAD,HSP90AA1,DNAJB6,Sig,NS
Stomach,STAD,HSP90AA1,DNAJB7,NS,NS
Stomach,STAD,HSP90AA1,DNAJB8,NS,NS
Stomach,STAD,HSP90AA1,DNAJB9,Sig,NS
Stomach,STAD,HSP90AA1,DNAJC1,Sig,NS
Stomach,STAD,HSP90AA1,DNAJC10,Sig,NS
Stomach,STAD,HSP90AA1,DNAJC11,Sig,NS
Stomach,STAD,HSP90AA1,DNAJC12,Sig,NS
Stomach,STAD,HSP90AA1,DNAJC13,Sig,NS
Stomach,STAD,HSP90AA1,DNAJC14,Sig,NS
Stomach,STAD,HSP90AA1,DNAJC15,Sig,NS
Stomach,STAD,HSP90AA1,DNAJC16,Sig,NS
Stomach,STAD,HSP90AA1,DNAJC17,Sig,NS
Stomach,STAD,HSP90AA1,DNAJC18,Sig,NS
Stomach,STAD,HSP90AA1,DNAJC19,Sig,NS
Stomach,STAD,HSP90AA1,DNAJC2,Sig,Sig
Stomach,STAD,HSP90AA1,DNAJC21,Sig,NS
Stomach,STAD,HSP90AA1,DNAJC22,Sig,NS
Stomach,STAD,HSP90AA1,DNAJC24,Sig,NS
Stomach,STAD,HSP90AA1,DNAJC25,Sig,Sig
Stomach,STAD,HSP90AA1,DNAJC27,Sig,NS
Stomach,STAD,HSP90AA1,DNAJC28,NS,NS
Stomach,STAD,HSP90AA1,DNAJC3,Sig,NS
Stomach,STAD,HSP90AA1,DNAJC30,Sig,NS
Stomach,STAD,HSP90AA1,DNAJC4,NS,NS
Stomach,STAD,HSP90AA1,DNAJC5,NS,NS
Stomach,STAD,HSP90AA1,DNAJC5B,NS,NS
Stomach,STAD,HSP90AA1,DNAJC6,NS,NS
Stomach,STAD,HSP90AA1,DNAJC7,Sig,Sig
Stomach,STAD,HSP90AA1,DNAJC8,Sig,NS
Stomach,STAD,HSP90AA1,DNAJC9,Sig,Sig
Stomach,STAD,HSP90AA1,GAK,NS,NS
Stomach,STAD,HSP90AA1,HSCB,Sig,NS
Stomach,STAD,HSP90AB1,CRYAA,NS,NS
Stomach,STAD,HSP90AB1,CRYAB,Sig,NS
Stomach,STAD,HSP90AB1,DNAJA1,Sig,Sig
Stomach,STAD,HSP90AB1,DNAJA2,Sig,NS
Stomach,STAD,HSP90AB1,DNAJA3,Sig,Sig
Stomach,STAD,HSP90AB1,DNAJA4,Sig,NS
Stomach,STAD,HSP90AB1,DNAJB1,Sig,NS
Stomach,STAD,HSP90AB1,DNAJB11,Sig,Sig
Stomach,STAD,HSP90AB1,DNAJB12,Sig,NS
Stomach,STAD,HSP90AB1,DNAJB13,NS,NS
Stomach,STAD,HSP90AB1,DNAJB14,Sig,NS
Stomach,STAD,HSP90AB1,DNAJB2,Sig,NS
Stomach,STAD,HSP90AB1,DNAJB3,NS,NS
Stomach,STAD,HSP90AB1,DNAJB4,Sig,NS
Stomach,STAD,HSP90AB1,DNAJB5,Sig,NS
Stomach,STAD,HSP90AB1,DNAJB6,Sig,NS
Stomach,STAD,HSP90AB1,DNAJB7,NS,NS
Stomach,STAD,HSP90AB1,DNAJB8,NS,NS
Stomach,STAD,HSP90AB1,DNAJB9,Sig,NS
Stomach,STAD,HSP90AB1,DNAJC1,Sig,NS
Stomach,STAD,HSP90AB1,DNAJC10,Sig,NS
Stomach,STAD,HSP90AB1,DNAJC11,NS,NS
Stomach,STAD,HSP90AB1,DNAJC12,Sig,NS
Stomach,STAD,HSP90AB1,DNAJC13,Sig,NS
Stomach,STAD,HSP90AB1,DNAJC14,Sig,NS
Stomach,STAD,HSP90AB1,DNAJC15,Sig,NS
Stomach,STAD,HSP90AB1,DNAJC16,Sig,NS
Stomach,STAD,HSP90AB1,DNAJC17,Sig,NS
Stomach,STAD,HSP90AB1,DNAJC18,Sig,NS
Stomach,STAD,HSP90AB1,DNAJC19,Sig,NS
Stomach,STAD,HSP90AB1,DNAJC2,Sig,Sig
Stomach,STAD,HSP90AB1,DNAJC21,Sig,NS
Stomach,STAD,HSP90AB1,DNAJC22,Sig,NS
Stomach,STAD,HSP90AB1,DNAJC24,Sig,NS
Stomach,STAD,HSP90AB1,DNAJC25,Sig,NS
Stomach,STAD,HSP90AB1,DNAJC27,Sig,NS
Stomach,STAD,HSP90AB1,DNAJC28,NS,NS
Stomach,STAD,HSP90AB1,DNAJC3,Sig,NS
Stomach,STAD,HSP90AB1,DNAJC30,Sig,NS
Stomach,STAD,HSP90AB1,DNAJC4,NS,NS
Stomach,STAD,HSP90AB1,DNAJC5,NS,NS
Stomach,STAD,HSP90AB1,DNAJC5B,NS,NS
Stomach,STAD,HSP90AB1,DNAJC6,NS,NS
Stomach,STAD,HSP90AB1,DNAJC7,Sig,Sig
Stomach,STAD,HSP90AB1,DNAJC8,Sig,NS
Stomach,STAD,HSP90AB1,DNAJC9,Sig,Sig
Stomach,STAD,HSP90AB1,GAK,NS,NS
Stomach,STAD,HSP90AB1,HSCB,Sig,NS
Stomach,STAD,HSP90AB1,HSP90AA1,Sig,Sig
Stomach,STAD,HSP90B1,CRYAA,NS,NS
Stomach,STAD,HSP90B1,CRYAB,Sig,NS
Stomach,STAD,HSP90B1,DNAJA1,Sig,Sig
Stomach,STAD,HSP90B1,DNAJA2,Sig,NS
Stomach,STAD,HSP90B1,DNAJA3,Sig,NS
Stomach,STAD,HSP90B1,DNAJA4,Sig,NS
Stomach,STAD,HSP90B1,DNAJB1,Sig,NS
Stomach,STAD,HSP90B1,DNAJB11,Sig,Sig
Stomach,STAD,HSP90B1,DNAJB12,Sig,NS
Stomach,STAD,HSP90B1,DNAJB13,NS,NS
Stomach,STAD,HSP90B1,DNAJB14,Sig,NS
Stomach,STAD,HSP90B1,DNAJB2,Sig,NS
Stomach,STAD,HSP90B1,DNAJB3,NS,NS
Stomach,STAD,HSP90B1,DNAJB4,Sig,NS
Stomach,STAD,HSP90B1,DNAJB5,Sig,NS
Stomach,STAD,HSP90B1,DNAJB6,Sig,NS
Stomach,STAD,HSP90B1,DNAJB7,NS,NS
Stomach,STAD,HSP90B1,DNAJB8,NS,NS
Stomach,STAD,HSP90B1,DNAJB9,Sig,NS
Stomach,STAD,HSP90B1,DNAJC1,Sig,NS
Stomach,STAD,HSP90B1,DNAJC10,Sig,Sig
Stomach,STAD,HSP90B1,DNAJC11,Sig,NS
Stomach,STAD,HSP90B1,DNAJC12,Sig,NS
Stomach,STAD,HSP90B1,DNAJC13,Sig,NS
Stomach,STAD,HSP90B1,DNAJC14,Sig,NS
Stomach,STAD,HSP90B1,DNAJC15,Sig,NS
Stomach,STAD,HSP90B1,DNAJC16,Sig,NS
Stomach,STAD,HSP90B1,DNAJC17,Sig,NS
Stomach,STAD,HSP90B1,DNAJC18,Sig,NS
Stomach,STAD,HSP90B1,DNAJC19,Sig,NS
Stomach,STAD,HSP90B1,DNAJC2,Sig,Sig
Stomach,STAD,HSP90B1,DNAJC21,Sig,NS
Stomach,STAD,HSP90B1,DNAJC22,NS,NS
Stomach,STAD,HSP90B1,DNAJC24,Sig,NS
Stomach,STAD,HSP90B1,DNAJC25,Sig,NS
Stomach,STAD,HSP90B1,DNAJC27,Sig,NS
Stomach,STAD,HSP90B1,DNAJC28,NS,NS
Stomach,STAD,HSP90B1,DNAJC3,Sig,Sig
Stomach,STAD,HSP90B1,DNAJC30,Sig,NS
Stomach,STAD,HSP90B1,DNAJC4,NS,NS
Stomach,STAD,HSP90B1,DNAJC5,NS,NS
Stomach,STAD,HSP90B1,DNAJC5B,NS,NS
Stomach,STAD,HSP90B1,DNAJC6,NS,NS
Stomach,STAD,HSP90B1,DNAJC7,Sig,Sig
Stomach,STAD,HSP90B1,DNAJC8,Sig,NS
Stomach,STAD,HSP90B1,DNAJC9,Sig,Sig
Stomach,STAD,HSP90B1,GAK,NS,NS
Stomach,STAD,HSP90B1,HSCB,NS,NS
Stomach,STAD,HSP90B1,HSP90AA1,Sig,Sig
Stomach,STAD,HSP90B1,HSP90AB1,Sig,Sig
Stomach,STAD,HSPA12A,CRYAA,NS,NS
Stomach,STAD,HSPA12A,CRYAB,Sig,Sig
Stomach,STAD,HSPA12A,DNAJA1,Sig,NS
Stomach,STAD,HSPA12A,DNAJA2,Sig,NS
Stomach,STAD,HSPA12A,DNAJA3,Sig,NS
Stomach,STAD,HSPA12A,DNAJA4,Sig,NS
Stomach,STAD,HSPA12A,DNAJB1,Sig,NS
Stomach,STAD,HSPA12A,DNAJB11,NS,NS
Stomach,STAD,HSPA12A,DNAJB12,Sig,NS
Stomach,STAD,HSPA12A,DNAJB13,NS,NS
Stomach,STAD,HSPA12A,DNAJB14,Sig,NS
Stomach,STAD,HSPA12A,DNAJB2,Sig,NS
Stomach,STAD,HSPA12A,DNAJB3,Sig,NS
Stomach,STAD,HSPA12A,DNAJB4,Sig,Sig
Stomach,STAD,HSPA12A,DNAJB5,Sig,Sig
Stomach,STAD,HSPA12A,DNAJB6,Sig,Sig
Stomach,STAD,HSPA12A,DNAJB7,NS,NS
Stomach,STAD,HSPA12A,DNAJB8,NS,NS
Stomach,STAD,HSPA12A,DNAJB9,NS,NS
Stomach,STAD,HSPA12A,DNAJC1,NS,NS
Stomach,STAD,HSPA12A,DNAJC10,Sig,NS
Stomach,STAD,HSPA12A,DNAJC11,NS,NS
Stomach,STAD,HSPA12A,DNAJC12,Sig,NS
Stomach,STAD,HSPA12A,DNAJC13,Sig,NS
Stomach,STAD,HSPA12A,DNAJC14,NS,NS
Stomach,STAD,HSPA12A,DNAJC15,Sig,NS
Stomach,STAD,HSPA12A,DNAJC16,Sig,NS
Stomach,STAD,HSPA12A,DNAJC17,Sig,NS
Stomach,STAD,HSPA12A,DNAJC18,Sig,Sig
Stomach,STAD,HSPA12A,DNAJC19,Sig,NS
Stomach,STAD,HSPA12A,DNAJC2,Sig,NS
Stomach,STAD,HSPA12A,DNAJC21,Sig,NS
Stomach,STAD,HSPA12A,DNAJC22,Sig,NS
Stomach,STAD,HSPA12A,DNAJC24,Sig,Sig
Stomach,STAD,HSPA12A,DNAJC25,Sig,NS
Stomach,STAD,HSPA12A,DNAJC27,Sig,Sig
Stomach,STAD,HSPA12A,DNAJC28,Sig,NS
Stomach,STAD,HSPA12A,DNAJC3,Sig,NS
Stomach,STAD,HSPA12A,DNAJC30,Sig,NS
Stomach,STAD,HSPA12A,DNAJC4,NS,NS
Stomach,STAD,HSPA12A,DNAJC5,NS,NS
Stomach,STAD,HSPA12A,DNAJC5B,Sig,NS
Stomach,STAD,HSPA12A,DNAJC6,Sig,Sig
Stomach,STAD,HSPA12A,DNAJC7,Sig,NS
Stomach,STAD,HSPA12A,DNAJC8,Sig,NS
Stomach,STAD,HSPA12A,DNAJC9,Sig,NS
Stomach,STAD,HSPA12A,GAK,NS,NS
Stomach,STAD,HSPA12A,HSCB,Sig,NS
Stomach,STAD,HSPA12A,HSP90AA1,Sig,NS
Stomach,STAD,HSPA12A,HSP90AB1,Sig,NS
Stomach,STAD,HSPA12A,HSP90B1,Sig,NS
Stomach,STAD,HSPA12B,CRYAA,NS,NS
Stomach,STAD,HSPA12B,CRYAB,Sig,Sig
Stomach,STAD,HSPA12B,DNAJA1,Sig,NS
Stomach,STAD,HSPA12B,DNAJA2,Sig,NS
Stomach,STAD,HSPA12B,DNAJA3,Sig,NS
Stomach,STAD,HSPA12B,DNAJA4,Sig,NS
Stomach,STAD,HSPA12B,DNAJB1,Sig,NS
Stomach,STAD,HSPA12B,DNAJB11,NS,NS
Stomach,STAD,HSPA12B,DNAJB12,Sig,NS
Stomach,STAD,HSPA12B,DNAJB13,NS,NS
Stomach,STAD,HSPA12B,DNAJB14,Sig,NS
Stomach,STAD,HSPA12B,DNAJB2,Sig,NS
Stomach,STAD,HSPA12B,DNAJB3,Sig,NS
Stomach,STAD,HSPA12B,DNAJB4,Sig,Sig
Stomach,STAD,HSPA12B,DNAJB5,Sig,Sig
Stomach,STAD,HSPA12B,DNAJB6,Sig,NS
Stomach,STAD,HSPA12B,DNAJB7,NS,NS
Stomach,STAD,HSPA12B,DNAJB8,NS,NS
Stomach,STAD,HSPA12B,DNAJB9,NS,NS
Stomach,STAD,HSPA12B,DNAJC1,NS,NS
Stomach,STAD,HSPA12B,DNAJC10,Sig,NS
Stomach,STAD,HSPA12B,DNAJC11,NS,NS
Stomach,STAD,HSPA12B,DNAJC12,Sig,NS
Stomach,STAD,HSPA12B,DNAJC13,Sig,NS
Stomach,STAD,HSPA12B,DNAJC14,Sig,NS
Stomach,STAD,HSPA12B,DNAJC15,Sig,NS
Stomach,STAD,HSPA12B,DNAJC16,Sig,NS
Stomach,STAD,HSPA12B,DNAJC17,Sig,NS
Stomach,STAD,HSPA12B,DNAJC18,Sig,Sig
Stomach,STAD,HSPA12B,DNAJC19,Sig,NS
Stomach,STAD,HSPA12B,DNAJC2,Sig,NS
Stomach,STAD,HSPA12B,DNAJC21,Sig,NS
Stomach,STAD,HSPA12B,DNAJC22,Sig,NS
Stomach,STAD,HSPA12B,DNAJC24,Sig,NS
Stomach,STAD,HSPA12B,DNAJC25,Sig,NS
Stomach,STAD,HSPA12B,DNAJC27,Sig,NS
Stomach,STAD,HSPA12B,DNAJC28,NS,NS
Stomach,STAD,HSPA12B,DNAJC3,NS,NS
Stomach,STAD,HSPA12B,DNAJC30,Sig,NS
Stomach,STAD,HSPA12B,DNAJC4,NS,NS
Stomach,STAD,HSPA12B,DNAJC5,NS,NS
Stomach,STAD,HSPA12B,DNAJC5B,NS,NS
Stomach,STAD,HSPA12B,DNAJC6,Sig,NS
Stomach,STAD,HSPA12B,DNAJC7,Sig,NS
Stomach,STAD,HSPA12B,DNAJC8,Sig,NS
Stomach,STAD,HSPA12B,DNAJC9,Sig,NS
Stomach,STAD,HSPA12B,GAK,NS,NS
Stomach,STAD,HSPA12B,HSCB,Sig,NS
Stomach,STAD,HSPA12B,HSP90AA1,Sig,NS
Stomach,STAD,HSPA12B,HSP90AB1,Sig,NS
Stomach,STAD,HSPA12B,HSP90B1,Sig,NS
Stomach,STAD,HSPA12B,HSPA12A,Sig,Sig
Stomach,STAD,HSPA13,CRYAA,NS,NS
Stomach,STAD,HSPA13,CRYAB,Sig,NS
Stomach,STAD,HSPA13,DNAJA1,Sig,NS
Stomach,STAD,HSPA13,DNAJA2,Sig,NS
Stomach,STAD,HSPA13,DNAJA3,Sig,NS
Stomach,STAD,HSPA13,DNAJA4,Sig,NS
Stomach,STAD,HSPA13,DNAJB1,Sig,NS
Stomach,STAD,HSPA13,DNAJB11,Sig,NS
Stomach,STAD,HSPA13,DNAJB12,Sig,NS
Stomach,STAD,HSPA13,DNAJB13,NS,NS
Stomach,STAD,HSPA13,DNAJB14,Sig,Sig
Stomach,STAD,HSPA13,DNAJB2,Sig,NS
Stomach,STAD,HSPA13,DNAJB3,NS,NS
Stomach,STAD,HSPA13,DNAJB4,Sig,Sig
Stomach,STAD,HSPA13,DNAJB5,Sig,NS
Stomach,STAD,HSPA13,DNAJB6,Sig,NS
Stomach,STAD,HSPA13,DNAJB7,NS,NS
Stomach,STAD,HSPA13,DNAJB8,NS,NS
Stomach,STAD,HSPA13,DNAJB9,Sig,Sig
Stomach,STAD,HSPA13,DNAJC1,Sig,NS
Stomach,STAD,HSPA13,DNAJC10,Sig,Sig
Stomach,STAD,HSPA13,DNAJC11,NS,NS
Stomach,STAD,HSPA13,DNAJC12,Sig,NS
Stomach,STAD,HSPA13,DNAJC13,Sig,NS
Stomach,STAD,HSPA13,DNAJC14,Sig,NS
Stomach,STAD,HSPA13,DNAJC15,Sig,NS
Stomach,STAD,HSPA13,DNAJC16,Sig,NS
Stomach,STAD,HSPA13,DNAJC17,Sig,NS
Stomach,STAD,HSPA13,DNAJC18,Sig,Sig
Stomach,STAD,HSPA13,DNAJC19,Sig,NS
Stomach,STAD,HSPA13,DNAJC2,Sig,NS
Stomach,STAD,HSPA13,DNAJC21,Sig,NS
Stomach,STAD,HSPA13,DNAJC22,Sig,NS
Stomach,STAD,HSPA13,DNAJC24,Sig,NS
Stomach,STAD,HSPA13,DNAJC25,Sig,NS
Stomach,STAD,HSPA13,DNAJC27,Sig,NS
Stomach,STAD,HSPA13,DNAJC28,NS,NS
Stomach,STAD,HSPA13,DNAJC3,Sig,Sig
Stomach,STAD,HSPA13,DNAJC30,Sig,NS
Stomach,STAD,HSPA13,DNAJC4,NS,NS
Stomach,STAD,HSPA13,DNAJC5,NS,NS
Stomach,STAD,HSPA13,DNAJC5B,NS,NS
Stomach,STAD,HSPA13,DNAJC6,Sig,NS
Stomach,STAD,HSPA13,DNAJC7,Sig,NS
Stomach,STAD,HSPA13,DNAJC8,Sig,NS
Stomach,STAD,HSPA13,DNAJC9,Sig,NS
Stomach,STAD,HSPA13,GAK,NS,NS
Stomach,STAD,HSPA13,HSCB,Sig,NS
Stomach,STAD,HSPA13,HSP90AA1,Sig,NS
Stomach,STAD,HSPA13,HSP90AB1,Sig,NS
Stomach,STAD,HSPA13,HSP90B1,Sig,NS
Stomach,STAD,HSPA13,HSPA12A,Sig,NS
Stomach,STAD,HSPA13,HSPA12B,Sig,NS
Stomach,STAD,HSPA14,CRYAA,NS,NS
Stomach,STAD,HSPA14,CRYAB,Sig,NS
Stomach,STAD,HSPA14,DNAJA1,Sig,Sig
Stomach,STAD,HSPA14,DNAJA2,Sig,NS
Stomach,STAD,HSPA14,DNAJA3,Sig,NS
Stomach,STAD,HSPA14,DNAJA4,Sig,NS
Stomach,STAD,HSPA14,DNAJB1,Sig,NS
Stomach,STAD,HSPA14,DNAJB11,Sig,NS
Stomach,STAD,HSPA14,DNAJB12,Sig,NS
Stomach,STAD,HSPA14,DNAJB13,NS,NS
Stomach,STAD,HSPA14,DNAJB14,Sig,NS
Stomach,STAD,HSPA14,DNAJB2,Sig,NS
Stomach,STAD,HSPA14,DNAJB3,NS,NS
Stomach,STAD,HSPA14,DNAJB4,Sig,NS
Stomach,STAD,HSPA14,DNAJB5,Sig,NS
Stomach,STAD,HSPA14,DNAJB6,Sig,NS
Stomach,STAD,HSPA14,DNAJB7,Sig,NS
Stomach,STAD,HSPA14,DNAJB8,NS,NS
Stomach,STAD,HSPA14,DNAJB9,Sig,NS
Stomach,STAD,HSPA14,DNAJC1,Sig,NS
Stomach,STAD,HSPA14,DNAJC10,Sig,NS
Stomach,STAD,HSPA14,DNAJC11,Sig,Sig
Stomach,STAD,HSPA14,DNAJC12,Sig,NS
Stomach,STAD,HSPA14,DNAJC13,Sig,NS
Stomach,STAD,HSPA14,DNAJC14,Sig,NS
Stomach,STAD,HSPA14,DNAJC15,Sig,NS
Stomach,STAD,HSPA14,DNAJC16,Sig,NS
Stomach,STAD,HSPA14,DNAJC17,Sig,NS
Stomach,STAD,HSPA14,DNAJC18,Sig,NS
Stomach,STAD,HSPA14,DNAJC19,Sig,NS
Stomach,STAD,HSPA14,DNAJC2,Sig,Sig
Stomach,STAD,HSPA14,DNAJC21,Sig,NS
Stomach,STAD,HSPA14,DNAJC22,NS,NS
Stomach,STAD,HSPA14,DNAJC24,Sig,NS
Stomach,STAD,HSPA14,DNAJC25,Sig,NS
Stomach,STAD,HSPA14,DNAJC27,Sig,NS
Stomach,STAD,HSPA14,DNAJC28,NS,NS
Stomach,STAD,HSPA14,DNAJC3,Sig,NS
Stomach,STAD,HSPA14,DNAJC30,Sig,NS
Stomach,STAD,HSPA14,DNAJC4,NS,NS
Stomach,STAD,HSPA14,DNAJC5,Sig,NS
Stomach,STAD,HSPA14,DNAJC5B,NS,NS
Stomach,STAD,HSPA14,DNAJC6,NS,NS
Stomach,STAD,HSPA14,DNAJC7,Sig,Sig
Stomach,STAD,HSPA14,DNAJC8,Sig,NS
Stomach,STAD,HSPA14,DNAJC9,Sig,Sig
Stomach,STAD,HSPA14,GAK,Sig,NS
Stomach,STAD,HSPA14,HSCB,Sig,NS
Stomach,STAD,HSPA14,HSP90AA1,Sig,Sig
Stomach,STAD,HSPA14,HSP90AB1,Sig,Sig
Stomach,STAD,HSPA14,HSP90B1,Sig,Sig
Stomach,STAD,HSPA14,HSPA12A,Sig,NS
Stomach,STAD,HSPA14,HSPA12B,Sig,NS
Stomach,STAD,HSPA14,HSPA13,Sig,NS
Stomach,STAD,HSPA1A,CRYAA,NS,NS
Stomach,STAD,HSPA1A,CRYAB,Sig,NS
Stomach,STAD,HSPA1A,DNAJA1,Sig,NS
Stomach,STAD,HSPA1A,DNAJA2,Sig,NS
Stomach,STAD,HSPA1A,DNAJA3,NS,NS
Stomach,STAD,HSPA1A,DNAJA4,Sig,NS
Stomach,STAD,HSPA1A,DNAJB1,Sig,NS
Stomach,STAD,HSPA1A,DNAJB11,NS,NS
Stomach,STAD,HSPA1A,DNAJB12,NS,NS
Stomach,STAD,HSPA1A,DNAJB13,NS,NS
Stomach,STAD,HSPA1A,DNAJB14,Sig,NS
Stomach,STAD,HSPA1A,DNAJB2,Sig,NS
Stomach,STAD,HSPA1A,DNAJB3,Sig,NS
Stomach,STAD,HSPA1A,DNAJB4,Sig,NS
Stomach,STAD,HSPA1A,DNAJB5,Sig,NS
Stomach,STAD,HSPA1A,DNAJB6,Sig,NS
Stomach,STAD,HSPA1A,DNAJB7,NS,NS
Stomach,STAD,HSPA1A,DNAJB8,NS,NS
Stomach,STAD,HSPA1A,DNAJB9,Sig,NS
Stomach,STAD,HSPA1A,DNAJC1,NS,NS
Stomach,STAD,HSPA1A,DNAJC10,Sig,NS
Stomach,STAD,HSPA1A,DNAJC11,NS,NS
Stomach,STAD,HSPA1A,DNAJC12,Sig,NS
Stomach,STAD,HSPA1A,DNAJC13,Sig,NS
Stomach,STAD,HSPA1A,DNAJC14,NS,NS
Stomach,STAD,HSPA1A,DNAJC15,NS,NS
Stomach,STAD,HSPA1A,DNAJC16,NS,NS
Stomach,STAD,HSPA1A,DNAJC17,NS,NS
Stomach,STAD,HSPA1A,DNAJC18,Sig,NS
Stomach,STAD,HSPA1A,DNAJC19,Sig,NS
Stomach,STAD,HSPA1A,DNAJC2,Sig,NS
Stomach,STAD,HSPA1A,DNAJC21,Sig,NS
Stomach,STAD,HSPA1A,DNAJC22,Sig,NS
Stomach,STAD,HSPA1A,DNAJC24,Sig,NS
Stomach,STAD,HSPA1A,DNAJC25,Sig,NS
Stomach,STAD,HSPA1A,DNAJC27,Sig,NS
Stomach,STAD,HSPA1A,DNAJC28,Sig,NS
Stomach,STAD,HSPA1A,DNAJC3,NS,NS
Stomach,STAD,HSPA1A,DNAJC30,NS,NS
Stomach,STAD,HSPA1A,DNAJC4,NS,NS
Stomach,STAD,HSPA1A,DNAJC5,NS,NS
Stomach,STAD,HSPA1A,DNAJC5B,NS,NS
Stomach,STAD,HSPA1A,DNAJC6,NS,NS
Stomach,STAD,HSPA1A,DNAJC7,Sig,NS
Stomach,STAD,HSPA1A,DNAJC8,Sig,NS
Stomach,STAD,HSPA1A,DNAJC9,Sig,NS
Stomach,STAD,HSPA1A,GAK,NS,NS
Stomach,STAD,HSPA1A,HSCB,NS,NS
Stomach,STAD,HSPA1A,HSP90AA1,Sig,NS
Stomach,STAD,HSPA1A,HSP90AB1,Sig,NS
Stomach,STAD,HSPA1A,HSP90B1,Sig,NS
Stomach,STAD,HSPA1A,HSPA12A,Sig,NS
Stomach,STAD,HSPA1A,HSPA12B,Sig,NS
Stomach,STAD,HSPA1A,HSPA13,Sig,NS
Stomach,STAD,HSPA1A,HSPA14,NS,NS
Stomach,STAD,HSPA1B,CRYAA,NS,NS
Stomach,STAD,HSPA1B,CRYAB,Sig,NS
Stomach,STAD,HSPA1B,DNAJA1,Sig,Sig
Stomach,STAD,HSPA1B,DNAJA2,Sig,NS
Stomach,STAD,HSPA1B,DNAJA3,NS,NS
Stomach,STAD,HSPA1B,DNAJA4,Sig,NS
Stomach,STAD,HSPA1B,DNAJB1,Sig,Sig
Stomach,STAD,HSPA1B,DNAJB11,NS,NS
Stomach,STAD,HSPA1B,DNAJB12,NS,NS
Stomach,STAD,HSPA1B,DNAJB13,NS,NS
Stomach,STAD,HSPA1B,DNAJB14,Sig,NS
Stomach,STAD,HSPA1B,DNAJB2,Sig,NS
Stomach,STAD,HSPA1B,DNAJB3,NS,NS
Stomach,STAD,HSPA1B,DNAJB4,Sig,NS
Stomach,STAD,HSPA1B,DNAJB5,Sig,NS
Stomach,STAD,HSPA1B,DNAJB6,Sig,NS
Stomach,STAD,HSPA1B,DNAJB7,NS,NS
Stomach,STAD,HSPA1B,DNAJB8,NS,NS
Stomach,STAD,HSPA1B,DNAJB9,Sig,NS
Stomach,STAD,HSPA1B,DNAJC1,NS,NS
Stomach,STAD,HSPA1B,DNAJC10,Sig,NS
Stomach,STAD,HSPA1B,DNAJC11,NS,NS
Stomach,STAD,HSPA1B,DNAJC12,Sig,NS
Stomach,STAD,HSPA1B,DNAJC13,Sig,NS
Stomach,STAD,HSPA1B,DNAJC14,NS,NS
Stomach,STAD,HSPA1B,DNAJC15,NS,NS
Stomach,STAD,HSPA1B,DNAJC16,NS,NS
Stomach,STAD,HSPA1B,DNAJC17,NS,NS
Stomach,STAD,HSPA1B,DNAJC18,Sig,NS
Stomach,STAD,HSPA1B,DNAJC19,Sig,NS
Stomach,STAD,HSPA1B,DNAJC2,Sig,NS
Stomach,STAD,HSPA1B,DNAJC21,Sig,NS
Stomach,STAD,HSPA1B,DNAJC22,Sig,NS
Stomach,STAD,HSPA1B,DNAJC24,Sig,NS
Stomach,STAD,HSPA1B,DNAJC25,Sig,NS
Stomach,STAD,HSPA1B,DNAJC27,Sig,NS
Stomach,STAD,HSPA1B,DNAJC28,Sig,NS
Stomach,STAD,HSPA1B,DNAJC3,NS,NS
Stomach,STAD,HSPA1B,DNAJC30,NS,NS
Stomach,STAD,HSPA1B,DNAJC4,NS,NS
Stomach,STAD,HSPA1B,DNAJC5,NS,NS
Stomach,STAD,HSPA1B,DNAJC5B,NS,NS
Stomach,STAD,HSPA1B,DNAJC6,NS,NS
Stomach,STAD,HSPA1B,DNAJC7,NS,NS
Stomach,STAD,HSPA1B,DNAJC8,Sig,NS
